Date,Open,High,Low,Close,Volume,rsi,macd,macd_signal,macd_diff,ema_20,ema_50,bb_upper,bb_lower,bb_pct,atr,obv_norm,cci,williams_r,stoch_k,stoch_d,mom_5d,mom_10d,mom_21d,volatility_10d,volatility_21d,vix_proxy,vwap,vol_momentum,vol_mom_5_20,pv_divergence,vrsi,sentiment,vix,spy_return,earnings_tomorrow
2016-07-29,23.718817369635584,23.800771381822965,23.602715562898634,23.723369598388672,110934800,70.24905717511754,0.35903800609723646,0.21547337558828222,0.14356463050895424,22.589000781927822,22.21867557255839,23.64921973742366,21.223484577761884,1.0305679953022366,0.3978595125104329,0.6400415004203175,177.08786842390515,-4.182092869232215,95.8179071307678,92.52683658473309,0.05625392872058854,0.054970722536500816,0.10391934262635805,0.35577797480782464,0.25510439970510185,0.2537996823282194,22.539001753840974,0.8088225429861139,1.4965216229820777,0.00037932458313838063,22.774086289222033,0.0,11.869999885559082,0.0,0.0
2016-08-01,23.768895323111177,24.16500513669012,23.768895323111177,24.142240524291992,152671600,73.76871338568414,0.4368156265084977,0.2597418257723253,0.1770738007361724,22.736928376438698,22.294109492234217,23.939753778866336,21.164242307254266,1.0729547499611116,0.40098637149550537,1.2046458301037006,182.93567551219698,-1.0277364185018423,98.97226358149817,97.80676756091027,0.08947998935437296,0.06230559871504315,0.109309347629029,0.36028819629504905,0.25759024213041604,0.25799461274908053,22.65314463816451,1.0937598954609475,1.4577925008704424,0.006642861309103749,22.889880624885674,0.0,12.4399995803833,-0.0008292726713722589,0.0
2016-08-02,24.14224762674467,24.146799855832086,23.675565119560158,23.78483772277832,135266400,66.53573917390469,0.46426378794633294,0.30064621820712684,0.1636175697392061,22.83672926656628,22.35256942284379,24.078149806992688,21.24188631819042,0.8965850368372401,0.4060041118366784,0.5233081319937926,141.37722319314804,-17.163125361930646,82.83687463806936,92.54234845011177,0.08079034837211108,0.04616001683909143,0.08958202342852495,0.3750270431092363,0.2666232967493877,0.26276373326569896,22.747984810320865,0.9606546516893256,1.3177393540410924,0.00168772289163695,22.987616899261333,0.0,13.369999885559082,-0.006428175627925603,0.0
2016-08-03,23.859956196315437,24.09443502780804,23.85085000306549,24.083053588867188,120810400,69.24538471623175,0.5042673021745578,0.34137043500061304,0.1628968671739448,22.95542682107113,22.42043154700157,24.258343714549774,21.29526041142679,0.9408419852733007,0.399117911350467,1.1021244605296991,134.22104137345804,-3.699803395604975,96.30019660439503,92.70311160798752,0.027586352264486358,0.05832318577804485,0.11369619560265543,0.37621662373785975,0.26331821668230354,0.2641768616078245,22.849352639948027,0.8588996310035506,0.9656988715400096,-0.0013399505173198906,23.088273765404924,0.0,12.859999656677246,0.0029186588541002083,0.0
2016-08-04,24.16545054939915,24.261580922637133,24.096784999236316,24.231826782226562,109634800,70.52749934469682,0.5417303979526942,0.38144242759102925,0.16028797036166492,23.07698872213355,22.491466654265295,24.441011705041078,21.3517047027348,0.9322874280029951,0.38336144152328694,1.6064648314701424,129.23698993035197,-1.2871663811402148,98.71283361885979,92.61663495377472,0.020159880874270675,0.07053722540766216,0.11424152861714898,0.3709973629190783,0.2633335606255286,0.2641837159345388,22.938996740367504,0.7769401393229444,0.891947473974389,-0.0005714518720200906,23.178105595471777,0.0,12.420000076293945,0.0010633876375568372,0.0
2016-08-05,24.323378671964047,24.639238109191176,24.302780054529663,24.60032844543457,162213600,73.47693983344101,0.5943044045538386,0.42401482298359117,0.17028958157024743,23.222068695781264,22.57416711666409,24.68184334717456,21.369989233391845,0.9753869286087347,0.3850792904833817,2.1689382008205693,135.96091812213743,-1.446855336715159,98.55314466328484,97.85539162884656,0.03696603230872664,0.09529944557589332,0.12635235959978064,0.36312931793367326,0.26551697739582447,0.266409332483976,23.07041959875588,1.1308870388762462,0.9489686435917196,0.0072931565823235525,23.314300588816792,0.0,11.390000343322754,0.008145669706097087,0.0
2016-08-08,24.60948336646476,24.804035186767578,24.5270871466591,24.804035186767578,112148800,74.96823871699021,0.6449722762188657,0.46820631363064613,0.17676596258821953,23.372732171113295,22.661612923334815,24.92864820577048,21.395841769205106,0.9647269044482237,0.3773556297423172,2.2561863378911333,132.72640177125982,-0.0,100.0,99.08865942738156,0.027412313360464013,0.11934515622251007,0.1269865645123356,0.34071676689421115,0.2655754490954382,0.26640385513244297,23.170543256890184,0.7772581062338499,0.8872189539068189,-0.002555699093123873,23.413310752387225,0.0,11.5,-0.0005958624355045181,0.0
2016-08-09,24.771998155762603,24.934504812564096,24.721643636087038,24.904748916625977,105260800,75.69583379197104,0.6853533589511756,0.511635722694752,0.17371763625642356,23.518638527828788,22.749579040718782,25.158487776313887,21.43871414324178,0.931786478232991,0.36560602593765584,2.225267911923946,127.52539171751435,-0.9970063976650466,99.00299360233495,99.18537942187326,0.04708508869813044,0.13167945778929524,0.12806217358384675,0.3283537085995432,0.26547187877716755,0.26643980156596564,23.266775334116918,0.7273548435065728,0.8431176764955334,-0.0002493818536762903,23.51406786965195,0.0,11.65999984741211,0.000595862435504615,0.0
2016-08-10,24.88185744859045,24.925345754190385,24.664419413066312,24.719350814819336,96034000,71.57162623087804,0.6943910725266633,0.5481867926611343,0.14620427986552897,23.632992078970748,22.826824992644294,25.297736067635007,21.566158776420167,0.8450024727673873,0.3581289055938285,1.611777810575356,109.60093572766581,-7.208988520487846,92.79101147951216,97.2646683606157,0.02642095295782121,0.0547361629377654,0.11460744022880309,0.16658149513859263,0.26945259981161124,0.26754784422471456,23.358664221539886,0.6653294584223474,0.8109877946954881,0.0006525406274723057,23.6185591246218,0.0,12.050000190734863,-0.0024781825075947538,0.0
2016-08-11,24.83836914609631,24.932211964247323,24.685018036971154,24.70332908630371,109938000,71.21054772912146,0.692280527070011,0.5770055395429097,0.1152749875271013,23.734928936811983,22.900413388474075,25.434146196066273,21.651130598367324,0.8068162578533677,0.35020497857113847,1.0720141575392252,101.0212797668935,-7.745815435898142,92.25418456410186,94.682729881983,0.01945797600463961,0.040010127357218206,0.12020936150190886,0.16238600984989496,0.26744009955520365,0.263202979908952,23.45832246449298,0.7739190314192627,0.8244706470697474,-9.383979450883023e-05,23.73859327423346,0.0,11.680000305175781,0.004629962109731729,0.0
2016-08-12,24.66900174671462,24.820065317672295,24.66900174671462,24.760555267333984,74641600,71.75859389244627,0.6873027805172676,0.5990649877377813,0.08823779277948629,23.832607634956933,22.973360128821522,25.553673544732373,21.75893574634429,0.7909952361569522,0.3359805923130339,1.2198852886685334,91.36300000813506,-5.828384728391584,94.17161527160842,93.07227043840749,0.006513198482483995,0.0437199978967473,0.10098244590356353,0.16014630844919242,0.2625012871978766,0.262758551117507,23.53497764637232,0.5340763303503262,0.7126921263352517,-0.0007437412356614856,23.893891670387223,0.0,11.550000190734863,-0.0008692673755298143,0.0
2016-08-15,24.75139199583661,25.07182834461946,24.73765958322399,25.058095932006836,103472800,74.47890905596668,0.6993057639553477,0.6191131429812946,0.08019262097405311,23.949320806104545,23.055114474044476,25.713422877436845,21.83236932074431,0.8311471522210883,0.335851175818922,1.4242103425581443,99.1573505195355,-0.8170007935653028,99.1829992064347,95.20293301404833,0.01024271830475354,0.03793580826905063,0.1143255793044573,0.14913351308362263,0.26305387492079696,0.2632018680497533,23.63511825052344,0.7518013827481691,0.7110891009114373,0.004641600172874318,24.16261647129229,0.0,11.8100004196167,0.002879754616119983,0.0
2016-08-16,25.092426554334043,25.22975766317112,24.996296175138156,25.035205841064453,135177600,73.88925125995266,0.6989145241925705,0.6350734192235498,0.06384110496902073,24.05273842848168,23.132765115888397,25.841383603924594,21.93439192402951,0.7936576709367885,0.32853762669135367,0.8639298135976028,101.33580173168914,-10.67315403041804,89.32684596958195,94.22715348254168,0.005238234879428427,0.05256996633147826,0.10159781165241544,0.11249360482973896,0.2631435195286762,0.26353997146264235,23.733532632900243,0.9680708550499062,0.7437391172452159,-0.0002798970151525644,24.375650891998777,0.0,12.640000343322754,-0.005171198025054288,0.0
2016-08-17,24.97111627186542,25.03291561353197,24.797164833037684,24.99858283996582,101424000,72.89486577999116,0.6877216664652295,0.6456030686718858,0.042118597793343704,24.142818848623026,23.20593443840124,25.938136154555497,22.06191171989519,0.7576112192605755,0.3220735825010262,0.4801884039177317,82.56895769411251,-14.208287736782282,85.7917122632177,91.43385247974477,0.011296090550205085,0.03801549698506057,0.099545775742933,0.10867011957194911,0.26360998215615256,0.2641391384208677,23.816379678078267,0.7273037056605689,0.75245069882797,0.00036527347087736824,24.482362044991504,0.0,12.1899995803833,0.0018790681704237656,0.0
2016-08-18,25.000874066471287,25.08555960199935,24.952807132065452,24.966541290283203,87938800,71.98213541203673,0.6685590284823419,0.650194260633977,0.018364767848364938,24.221268604971616,23.274977844357394,25.991747182686904,22.241434580008406,0.7266345499648504,0.3085506458890884,0.14224481028684643,80.83844520109645,-16.935892143477215,83.06410785652278,86.06088869644081,0.010654928453567303,0.030320227800387567,0.0971478105420136,0.11045855605377873,0.26410980669067413,0.262493351298126,23.90947336206787,0.6404464104943172,0.7321534120950909,0.00017041773174356824,24.564186818539234,0.0,11.430000305175781,0.002241675306341949,0.0
2016-08-19,24.89558262290471,25.106156136493034,24.801741578291914,25.030624389648438,101472400,72.71789860386485,0.6510387014823493,0.6503631488036515,0.0006755526786977883,24.29835010827417,23.343826728486455,25.996782759349102,22.4934703076675,0.7242157577931978,0.3082552110542336,0.43374479379952335,73.4305493801526,-12.812651453083367,87.18734854691662,85.3477228888857,0.010907232063197991,0.017491471513004342,0.10582728347868287,0.0871532927578735,0.26180679064902995,0.25840531888292834,24.01111789059413,0.7421941628215672,0.7745576563047197,0.0003950189473759,24.64416708252602,0.0,11.34000015258789,-0.0014632049521999997,0.0
2016-08-22,24.916183465376673,24.971114852217134,24.685011332493662,24.836074829101562,103280800,66.96822437212072,0.6143730820343727,0.6431651354497958,-0.028792053415423124,24.349561986448208,23.402346261843913,25.861005677796392,22.89691325225732,0.6542176485915657,0.31092362863284373,-0.018454474203980428,53.6344262692929,-28.550340639880122,71.44965936011988,80.5670385878531,-0.008860254326893413,0.0012917108886814077,0.10579576410675018,0.09065351139848271,0.26182405643361323,0.25365086844216655,24.15472424972021,0.771864299415262,0.7911302657395797,-0.00013851765700801104,24.7256359841136,0.0,12.270000457763672,-4.5866982243873956e-05,0.0
2016-08-23,24.854394145028447,25.021479436236717,24.840661729342674,24.913904190063477,85030800,68.05636287129788,0.5848536644577429,0.6315028412513852,-0.04664917679364233,24.403308862982996,23.46162304334272,25.545998474098596,23.50262155916556,0.6906619236931948,0.3019579842401517,0.20455653518556616,61.82076157811635,-27.878296022667296,72.1217039773327,76.91957062812307,-0.0048452428061129815,0.00036761155344899876,0.12430327435660571,0.08964626888227942,0.2533902528144506,0.24950203657928738,24.37068742131239,0.6705342742857612,0.7556893544794233,-0.0005537373021204289,24.795211204353446,0.0,12.380000114440918,0.00201150867336692,0.0
