Date,Open,High,Low,Close,Volume,rsi,macd,macd_signal,macd_diff,ema_20,ema_50,bb_upper,bb_lower,bb_pct,atr,obv_norm,cci,williams_r,stoch_k,stoch_d,mom_5d,mom_10d,mom_21d,volatility_10d,volatility_21d,vix_proxy,vwap,vol_momentum,vol_mom_5_20,pv_divergence,vrsi,sentiment,vix,spy_return,earnings_tomorrow
2016-07-29,123.67942342640143,124.86015243104137,122.74674024509879,122.9749526977539,35058800,66.78181701920394,2.0952206873810297,1.4999863025177285,0.5952343848633013,118.99903547965752,117.0834762608304,124.3278831159853,112.17119220139752,0.8887089893345972,2.2682393867496344,1.903949259378448,135.87720878982358,-37.36180438428224,62.63819561571776,72.05188053077565,0.024297509275097884,0.06058524221581929,0.0856691712236366,0.17197238878509638,0.1553238861871599,0.15815868757524876,119.58511482211242,1.4915191936501482,1.7252881568216365,0.004714670259045911,120.9119917604525,0.0,11.869999885559082,0.0,0.0
2016-08-01,122.88566178180731,123.60998109327238,121.90337236597567,123.34207916259766,25006900,67.62262714238011,2.1734723595250927,1.6346835139192013,0.5387888456058914,119.41265868755659,117.32891166874285,124.77048094836745,112.73271576794114,0.8813399526938431,2.2281229110744256,1.973834448000936,109.10317761320108,-34.21280559564302,65.78719440435698,66.69498557634375,0.022033984239376636,0.041383928706585804,0.08776697458720317,0.14870488988437358,0.15501053931465872,0.1571901878589859,119.97685442750442,1.0416601146967888,1.743571970829068,-0.0008559534381662115,121.20137709392087,0.0,12.4399995803833,-0.0008292726713722589,0.0
2016-08-02,123.09400962645657,123.82825309809735,121.1195067970189,122.13156127929688,23968400,62.04594769024135,2.113446204736192,1.7304360520825997,0.3830101526535925,119.67160179153186,117.51725086915674,124.83295841088898,113.55231609472625,0.7605280749198489,2.26245315321757,1.4605939850306586,87.11108768945051,-44.595928887401975,55.404071112598025,61.27648704422426,0.01542629529582773,0.020562110193356187,0.07794023542933126,0.15902028357838574,0.16158147618225532,0.16448041952630355,120.27559023699797,0.9785079268719602,1.7607304720646324,0.0004075741093965002,121.47915813267647,0.0,13.369999885559082,-0.006428175627925603,0.0
2016-08-03,122.13156944838727,122.95510856031865,121.35764404488127,121.55609130859375,18525300,59.53247749908256,1.9964258726405149,1.7836340161941828,0.21279185644633203,119.85107698363299,117.6756367687425,124.9839933847678,113.97775664574978,0.6885491237870749,2.214953964804699,1.0829854654674498,69.94727208507614,-49.53197794453993,50.46802205546007,57.21976252413836,-0.00672932373482138,0.004839344020775238,0.07276719545975041,0.15408756875747584,0.16374784653680047,0.15261422416532158,120.55004154358818,0.7653744820636723,1.4998634536194706,0.001070044961676858,121.6980097876805,0.0,12.859999656677246,0.0029186588541002083,0.0
2016-08-04,121.98274397254764,123.81833764211724,121.55609181627024,123.39168548583984,21066000,64.47584363650058,2.0284211494098088,1.8325914428373082,0.19582970657250054,120.18827779336698,117.899795541962,125.24354437594077,114.56257897611,0.8266206451590725,2.218331991141756,1.2581109240048045,87.88806708964461,-34.70286047108832,65.29713952891167,57.05641089898993,-0.005120066651784327,0.031092025686651592,0.06563832567196082,0.15577202065891588,0.15557137830447929,0.15425653290139815,120.86328524091721,0.8624409543593267,1.012243500987881,0.0020710380717424174,121.99335491254897,0.0,12.420000076293945,0.0010633876375568372,0.0
2016-08-05,124.006870228374,124.86016703684247,123.64967269460128,124.17554473876953,20184000,66.36535336383386,2.0929028462643657,1.8846537235227199,0.20824912274164586,120.56801750245295,118.14590335360151,125.68047447376375,114.91049079723234,0.8602662937852381,2.164771245417532,1.395431327035237,113.10916375509247,-30.142182475668506,69.8578175243315,61.87432636956775,0.00976289898615712,0.03429762238992318,0.08027626665802945,0.15662603963978983,0.15123952659876944,0.1514775898221727,121.16732925030703,0.8228932623779511,0.88674332163654,-0.00026597370190079874,122.339372627507,0.0,11.390000343322754,0.008145669706097087,0.0
2016-08-08,124.2747513427119,124.47319103143124,123.58020486220526,124.28467559814453,15233900,66.63146062505609,2.1282775451602163,1.9333784878502194,0.1948990573099969,120.92198494013786,118.38663952005417,126.08499611975242,115.23921423791359,0.8340073089038875,2.0739294542609925,1.443005506651877,98.97400215296274,-29.099649052975074,70.90035094702493,68.68510266675604,0.0076421318818882256,0.029844502734705625,0.06840665933462398,0.1567516510780425,0.14845659128982144,0.151490782408839,121.41758445781039,0.6242325861465268,0.8111520125322664,-0.00021553521461259033,122.59178643967884,0.0,11.5,-0.0005958624355045181,0.0
2016-08-09,124.36405365360567,125.10821388150897,123.56036302986668,124.08623504638672,19621000,65.61488483914974,2.115908874409513,1.9698845651620782,0.1460243092474347,121.22334209311394,118.61015307010643,126.36252790898288,115.66913026362454,0.7871310000723456,2.0363524112167997,1.0578417036257135,92.53424249117768,-30.995363141639512,69.0046368583605,69.92093510990564,0.016004657163268377,0.03167784502660509,0.06099935534636525,0.1549791412107046,0.1491311734705003,0.15214094105456413,121.66004376797959,0.7968122636233942,0.7685898156988382,-0.00045981091492474925,122.7805630028841,0.0,11.65999984741211,0.000595862435504615,0.0
2016-08-10,124.09616156671004,124.50297279898169,123.57028954059452,123.90763854980469,10670100,64.6587591518163,2.0678583847844862,1.98947932908656,0.07837905569792625,121.47898937470353,118.81789759872206,126.34913635326113,116.48621597217833,0.7524569083879796,1.9575189003003977,0.8245245946999277,78.39989749755564,-32.70150582143751,67.29849417856249,69.06782732798264,0.019345367360003918,0.012485862385448021,0.05893323744300116,0.13366196304616063,0.14967080849065847,0.1456143607532275,121.90198668764958,0.43824229930888153,0.7128044821047262,0.0006565909540817912,122.94475415463248,0.0,12.050000190734863,-0.0024781825075947538,0.0
2016-08-11,124.22513450115457,124.40373324449124,123.77864142780726,123.92747497558594,11729500,64.72025039579668,2.008229045000604,1.993229272269369,0.014999772731235206,121.71217847954946,119.01827318212848,126.25915142402083,117.33127597466081,0.7388318798060703,1.8623455371849391,0.9066374490800703,74.67829919563007,-32.51200729661907,67.48799270338094,67.93037458010132,0.0043421847074742725,-0.0008001142194267175,0.06953248889671992,0.11509764618977755,0.14301047184871787,0.1459921008215419,122.11746844746763,0.4845903611570842,0.6398559304738116,1.5894864149472845e-05,123.15145836187848,0.0,11.680000305175781,0.004629962109731729,0.0
